id,city,source,page,title,content,full_text,url
270214,Ha Noi,congdanso_hanoi,2,,"Thành phố đang quyết liệt thực hiện chỉ đạo của Thành Uỷ về tháo gỡ 5 điểm nghẽn pt Thành phố. Dù vậy, tại số 3 Vũ Phạm Hàm, phường Yên Hoà có điểm vi phạm trật tự, an toàn giao thông tồn tại nhiều năm nay. Hai đơn vị kinh doanh vận tải và bán xe ô tô hàng ngày vẫn đỗ xe trên vỉa hè và lòng đường ngay sau biển cấm. Thậm chí đỗ xe ngay điểm dừng đón trả khách của xe Buýt. Tình trạng trên kéo dài nhiều năm nay , nhưng chưa có cơ quan hữu trách nào xử lý. Gây tình trạng ách tắc, mất an toàn giao thông. Gây cản trở khó khăn cho người tham gia giao thông, người dân bức xúc. Đề nghị các cơ quan quản lý nhà nước sớm xử lý dứt điểm tình trạng này. Thực hiện đúng chỉ đạo của Thành Uỷ và Đồng chí Giám Đốc Công an Thành phố!",". Thành phố đang quyết liệt thực hiện chỉ đạo của Thành Uỷ về tháo gỡ 5 điểm nghẽn pt Thành phố. Dù vậy, tại số 3 Vũ Phạm Hàm, phường Yên Hoà có điểm vi phạm trật tự, an toàn giao thông tồn tại nhiều năm nay. Hai đơn vị kinh doanh vận tải và bán xe ô tô hàng ngày vẫn đỗ xe trên vỉa hè và lòng đường ngay sau biển cấm. Thậm chí đỗ xe ngay điểm dừng đón trả khách của xe Buýt. Tình trạng trên kéo dài nhiều năm nay , nhưng chưa có cơ quan hữu trách nào xử lý. Gây tình trạng ách tắc, mất an toàn giao thông. Gây cản trở khó khăn cho người tham gia giao thông, người dân bức xúc. Đề nghị các cơ quan quản lý nhà nước sớm xử lý dứt điểm tình trạng này. Thực hiện đúng chỉ đạo của Thành Uỷ và Đồng chí Giám Đốc Công an Thành phố!",https://congdanso.hanoi.gov.vn/phan-anh/xe-do-trai-phep-lan-chiem-long-duong-via-he-270214
271068,Ha Noi,congdanso_hanoi,2,,tại ngã tư himlam xã thường tín liên tiếp sẩy ra tai nạn nghiêm trọng làm chết người . mà hệ thống đèn giao thông đã lắp đặt nhưng không đưa vào hoạt động. đã phản ánh lần thứ 2 nhưng vẫn chưa đưa vào hoạt động khiến nhân dân bức súc. lại thêm mộn mạng người ai la người đứng ra chịu trách nhiệm về hệ thống giao thông tại ngã tư điểm đen này.,. tại ngã tư himlam xã thường tín liên tiếp sẩy ra tai nạn nghiêm trọng làm chết người . mà hệ thống đèn giao thông đã lắp đặt nhưng không đưa vào hoạt động. đã phản ánh lần thứ 2 nhưng vẫn chưa đưa vào hoạt động khiến nhân dân bức súc. lại thêm mộn mạng người ai la người đứng ra chịu trách nhiệm về hệ thống giao thông tại ngã tư điểm đen này.,https://congdanso.hanoi.gov.vn/phan-anh/phan-anh-lan-thu-2-271068
270984,Ha Noi,congdanso_hanoi,2,,"Phản ánh nhiều lần mà cơ quan giao thông không xử lý , ngã 4 từ Bằng Liệt ra Phạm Tu ( nhất là trời mưa)",". Phản ánh nhiều lần mà cơ quan giao thông không xử lý , ngã 4 từ Bằng Liệt ra Phạm Tu ( nhất là trời mưa)",https://congdanso.hanoi.gov.vn/phan-anh/de-nghi-nap-den-giao-thong-hoac-co-can-bo-dung-phan-lan-hang-ngay-270984
269972,Ha Noi,congdanso_hanoi,2,,Xin hỏi cắm biển thế này thì đi đường nào vào Hàng Đào? hay biển phụ bị rơi mất chưa kịp lắp lại?,. Xin hỏi cắm biển thế này thì đi đường nào vào Hàng Đào? hay biển phụ bị rơi mất chưa kịp lắp lại?,https://congdanso.hanoi.gov.vn/phan-anh/bien-bao-ko-hop-ly-269972
273508,Ha Noi,congdanso_hanoi,2,,Kính gửi sở giao thông vận tải Hà Nội. Đề nghị sở GTVT Hà Nội nghiên cứu cho các phương tiện vòng ngược lại đường văn tiến dũng tránh tắc dài vào đầu giờ sáng và tan làm buổi chiều. Trân trọng cám ơn,. Kính gửi sở giao thông vận tải Hà Nội. Đề nghị sở GTVT Hà Nội nghiên cứu cho các phương tiện vòng ngược lại đường văn tiến dũng tránh tắc dài vào đầu giờ sáng và tan làm buổi chiều. Trân trọng cám ơn,https://congdanso.hanoi.gov.vn/phan-anh/de-nghi-273508
274201,Ha Noi,congdanso_hanoi,2,,"Trước kia đoạn đường chưa được đầu tư nâng cấp vẫn có lối dành cho người đi bộ sang bên đường để bắt xe bus, nay đường đươc đầu tư lại nhưng bị rào chắn bởi dải phân cách cứng và rào thêm hàng sắt cao người đi ko có lối sang phải trèo sang đường rất nguy hiểm và mất mỹ quan đô thị thiết nghĩ sở GTVT nên có phương án mở lối nhỏ cho người đi bộ sang cho thuận tiện hơn ,xin cảm ơn.",". Trước kia đoạn đường chưa được đầu tư nâng cấp vẫn có lối dành cho người đi bộ sang bên đường để bắt xe bus, nay đường đươc đầu tư lại nhưng bị rào chắn bởi dải phân cách cứng và rào thêm hàng sắt cao người đi ko có lối sang phải trèo sang đường rất nguy hiểm và mất mỹ quan đô thị thiết nghĩ sở GTVT nên có phương án mở lối nhỏ cho người đi bộ sang cho thuận tiện hơn ,xin cảm ơn.",https://congdanso.hanoi.gov.vn/phan-anh/khong-co-loi-danh-cho-nguoi-di-bo-qua-duong-sang-bat-bus-phai-treo-giai-phan-cach-274201
270721,Ha Noi,congdanso_hanoi,2,,"Cách thiết lập đèn đỏ quanh ngã tư này bất hợp lý, gây ùn tắc giao thông nghiêm trọng nhiều tháng mà không được xem xét giải quyết nút giao thông này. Tôi là người ít qua chỗ này nhưng đã thấy vô lý khi đặt đèn đỏ và xanh chuyển đổi. Có nhiều nút giao thông ở Hà Nội tương tư vậy. Mong các cán bộ giao thông thường xuyên đi hiện trường, tăng trải nghiệm thực tế để cài đặt chuyển tiếp xanh đỏ cho phù hợp. Việc này xử lý rất nhanh không phải đào bới, xây sửa mất công sức nhiều, nhưg xem xét kỹ lưỡng thiết kế đèn xanh đỏ hợp lý lại đem lại hiệu quả rất lớn.",". Cách thiết lập đèn đỏ quanh ngã tư này bất hợp lý, gây ùn tắc giao thông nghiêm trọng nhiều tháng mà không được xem xét giải quyết nút giao thông này. Tôi là người ít qua chỗ này nhưng đã thấy vô lý khi đặt đèn đỏ và xanh chuyển đổi. Có nhiều nút giao thông ở Hà Nội tương tư vậy. Mong các cán bộ giao thông thường xuyên đi hiện trường, tăng trải nghiệm thực tế để cài đặt chuyển tiếp xanh đỏ cho phù hợp. Việc này xử lý rất nhanh không phải đào bới, xây sửa mất công sức nhiều, nhưg xem xét kỹ lưỡng thiết kế đèn xanh đỏ hợp lý lại đem lại hiệu quả rất lớn.",https://congdanso.hanoi.gov.vn/phan-anh/de-nghi-dieu-chinh-thiet-lap-den-do-270721
270143,Ha Noi,congdanso_hanoi,2,,"Đây là điểm giao nhau Yên Phụ - Cửa Bắc, và nó giao nhau 50m trước đèn đỏ. Luôn luôn có tình trạng xe rẽ trái từ Yên Phụ đan xen với xe đi thẳng và rẽ phải từ cầu vượt Thanh Niên đổ xuống. Bài học tắc đường vì nhập làn đột ngột này rất phổ biến như đường trên cao xuống ngã tư sở. Kiến nghị việc nhập làn phải thực hiện từ xa, tức là khi xuống cầu vượt, phải có làn chuyển rẽ phải luôn vào Yên Phụ, để tạo làn taxi dài khoảng 500m cho xe ổn định hướng đi, không bị đan xen vào nhau.",". Đây là điểm giao nhau Yên Phụ - Cửa Bắc, và nó giao nhau 50m trước đèn đỏ. Luôn luôn có tình trạng xe rẽ trái từ Yên Phụ đan xen với xe đi thẳng và rẽ phải từ cầu vượt Thanh Niên đổ xuống. Bài học tắc đường vì nhập làn đột ngột này rất phổ biến như đường trên cao xuống ngã tư sở. Kiến nghị việc nhập làn phải thực hiện từ xa, tức là khi xuống cầu vượt, phải có làn chuyển rẽ phải luôn vào Yên Phụ, để tạo làn taxi dài khoảng 500m cho xe ổn định hướng đi, không bị đan xen vào nhau.",https://congdanso.hanoi.gov.vn/phan-anh/diem-giao-nhau-tac-nghen-270143
271430,Ha Noi,congdanso_hanoi,2,,Tại cửa trường học Toronto hàng ngày có rất nhiều xe oto đến đỗ từ sáng sớm đến tối gây ùn tắc giao thông và mất an toàn cho học sinh . Đề nghị cơ quan chúc năng kiểm trả sử lý,. Tại cửa trường học Toronto hàng ngày có rất nhiều xe oto đến đỗ từ sáng sớm đến tối gây ùn tắc giao thông và mất an toàn cho học sinh . Đề nghị cơ quan chúc năng kiểm trả sử lý,https://congdanso.hanoi.gov.vn/phan-anh/do-xe-can-tro-loi-ra-vao-truong-hoc-271430
235984,Ha Noi,congdanso_hanoi,2,,Hai xe máy di chuyển rất ẩu trên làn ô tô gây nguy hiểm cho tài xế,. Hai xe máy di chuyển rất ẩu trên làn ô tô gây nguy hiểm cho tài xế,https://congdanso.hanoi.gov.vn/phan-anh/hai-xe-may-di-chuyen-len-lan-o-to-cau-thang-long-235984
271194,Ha Noi,congdanso_hanoi,3,,Đường Đinh Núp rất nhiều xe đỗ theo chiều đường có biển cấm đỗ gây cản trở giao thông và rất dễ xảy ra tai nạn.,. Đường Đinh Núp rất nhiều xe đỗ theo chiều đường có biển cấm đỗ gây cản trở giao thông và rất dễ xảy ra tai nạn.,https://congdanso.hanoi.gov.vn/phan-anh/do-xe-gay-can-tro-giao-thong-271194
272661,Ha Noi,congdanso_hanoi,3,,"Theo phương án phân luồng nút giao Cổ Linh Đàm Quang Trung phục vụ thi công hầm chui Cổ Linh. Cơ quan chức năng đặt biển hạn chế tốc độ ô tô 40km tại vị trí cách rào chắn 200m rất bất hợp lý và tiềm ẩn nguy cơ tai nạn giao thông vì nguyên nhân sau đây: Tốc độ tối đa trên cầu đối với ô tô là 60km/h, việc đặt biển giảm còn 40km/h rất bất hợp lý khi ô tô đang xuống dốc, dễ gây tai nạn liên hoàn. Đề nghị nghiên cứu lại tốc độ hạn chế còn 50km/h là phù hợp.",". Theo phương án phân luồng nút giao Cổ Linh Đàm Quang Trung phục vụ thi công hầm chui Cổ Linh. Cơ quan chức năng đặt biển hạn chế tốc độ ô tô 40km tại vị trí cách rào chắn 200m rất bất hợp lý và tiềm ẩn nguy cơ tai nạn giao thông vì nguyên nhân sau đây: Tốc độ tối đa trên cầu đối với ô tô là 60km/h, việc đặt biển giảm còn 40km/h rất bất hợp lý khi ô tô đang xuống dốc, dễ gây tai nạn liên hoàn. Đề nghị nghiên cứu lại tốc độ hạn chế còn 50km/h là phù hợp.",https://congdanso.hanoi.gov.vn/phan-anh/de-nghi-dieu-chinh-bien-bao-han-che-toc-do-o-to-40kmh-bat-hop-ly-tai-chan-cau-vinh-tuy-huong-long-bien-272661
269952,Ha Noi,congdanso_hanoi,3,,Kính gửi ubnd thành phố Hà Nội Sở xây dựng thành phố hà nội Tôi có đề nghị tới các cơ quan chức năng nghiên cứu bỏ biển cấm 1 chiều hoặc chỉ cấm 1 chiều đối với ô tô từ đoạn đường vũ đình tụng phường long biên đi qua cống chui dân sinh về tổ dân phố an lạc xã Gia Lâm vì đây là đoạn đường huyết mạch để người dân di chuyển giữa 2 địa bàn xã Gia Lâm và phường Long biên hàng ngày lượng phương tiện xe máy lưu thông qua đây rất lớn!nếu không đi đường này người dân chúng tôi sẽ phải di chuyển thêm từ 2-4km để đi đến được nơi học tập và làm việc thuộc 2 địa bàn trên! Kính mong cơ quan chức năng có thẩm quyền nghiên cứu bỏ biển cấm 1 chiều hướng từ đường Vũ Đình Tụng về tdp An Lạc xã Gia Lâm để tạo thuận tiện di chuyển cho người dân! Tôi xin cảm ơn!,. Kính gửi ubnd thành phố Hà Nội Sở xây dựng thành phố hà nội Tôi có đề nghị tới các cơ quan chức năng nghiên cứu bỏ biển cấm 1 chiều hoặc chỉ cấm 1 chiều đối với ô tô từ đoạn đường vũ đình tụng phường long biên đi qua cống chui dân sinh về tổ dân phố an lạc xã Gia Lâm vì đây là đoạn đường huyết mạch để người dân di chuyển giữa 2 địa bàn xã Gia Lâm và phường Long biên hàng ngày lượng phương tiện xe máy lưu thông qua đây rất lớn!nếu không đi đường này người dân chúng tôi sẽ phải di chuyển thêm từ 2-4km để đi đến được nơi học tập và làm việc thuộc 2 địa bàn trên! Kính mong cơ quan chức năng có thẩm quyền nghiên cứu bỏ biển cấm 1 chiều hướng từ đường Vũ Đình Tụng về tdp An Lạc xã Gia Lâm để tạo thuận tiện di chuyển cho người dân! Tôi xin cảm ơn!,https://congdanso.hanoi.gov.vn/phan-anh/bien-bao-giao-thong-khong-hop-ly-269952
269942,Ha Noi,congdanso_hanoi,3,,"Giờ cao điểm do xe nhiều xe ô tô đi từ Láng Hạ chờ đèn đỏ rẽ sang Láng lấn hết phía trái, kéo dài làm xe máy không thể rẽ trái dưới chân cầu để quay đầu, khiến chân cầu rất đông và xung đột. Đề nghị Sở GTVT nghiên cứu mở thêm lối rẽ riêng cho xe máy, xe đạp trước lối rẽ hiện có để giảm bớt kẹt xe. Trân trọng !",". Giờ cao điểm do xe nhiều xe ô tô đi từ Láng Hạ chờ đèn đỏ rẽ sang Láng lấn hết phía trái, kéo dài làm xe máy không thể rẽ trái dưới chân cầu để quay đầu, khiến chân cầu rất đông và xung đột. Đề nghị Sở GTVT nghiên cứu mở thêm lối rẽ riêng cho xe máy, xe đạp trước lối rẽ hiện có để giảm bớt kẹt xe. Trân trọng !",https://congdanso.hanoi.gov.vn/phan-anh/de-nghi-mo-them-loi-re-cho-xe-may-xe-dap-chan-cau-cau-vuot-lang-ha-le-van-luong-269942
