id,city,time,content,clean_content,compound_content,ml_text,handler,status,url,label,priority
97376,Da Nang,07:12 18/04/2026,"Tại địa chỉ 126-128 Triệu Nữ Vương, phường Hải Châu có tình trạng 1 cục bê tông bó vỉa hè bị hư hỏng, che lấp cống thoát nước. Tiềm ẩn nguy cơ tai nạn giao thông cho xe lưu thông và người đi bộ. Đồng thời giảm khả năng thoát nước khu vực này khi trời mưa to. Kính mong cơ quan chức năng có phương án xử lý sớm, cám ơn!","Tại địa chỉ 126-128 Triệu Nữ Vương, phường Hải Châu có tình trạng 1 cục bê tông bó vỉa hè bị hư hỏng, che lấp cống thoát nước. Tiềm ẩn nguy cơ tai nạn giao thông cho xe lưu thông và người đi bộ. Đồng thời giảm khả năng thoát nước khu vực này khi trời mưa to. Kính mong cơ quan chức năng có phương án xử lý sớm, cám ơn","Tại_địa chỉ 126 - 128 Triệu_Nữ_Vương , phường Hải_Châu có tình_trạng 1 cục bê_tông bó vỉa_hè bị hư_hỏng , che_lấp cống thoát nước . Tiềm_ẩn nguy_cơ tai_nạn giao_thông cho xe lưu_thông và người đi bộ . Đồng_thời giảm khả_năng thoát nước khu_vực này khi trời mưa to . Kính mong cơ_quan_chức_năng có phương_án xử_lý sớm , cám_ơn","tại_địa chỉ 126 - 128 triệu_nữ_vương , phường hải_châu có tình_trạng 1 cục bê_tông bó vỉa_hè bị hư_hỏng , che_lấp cống thoát nước . tiềm_ẩn nguy_cơ tai_nạn giao_thông cho xe lưu_thông và người đi bộ . đồng_thời giảm khả_năng thoát nước khu_vực này khi trời mưa to . kính mong cơ_quan_chức_năng có phương_án xử_lý sớm , cám_ơn",UBND Phường Hải Châu UBND phường Hải Châu phản hồi ý kiến phản ánh của công dân như sau:,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97376,cong_ho_ga_thoat_nuoc,cao
97374,Da Nang,06:26 18/04/2026,"Hiện nay trên các trụ điện dọc vỉa hè công viên Yên Thế - Bắc Sơn, phường An Khê có rất nhiều bảng quảng cáo treo thấp từ khoảng 1m3 đến 1m7. Việc này rất nguy hiểm cho người đi bộ. Khu vưc này có rất nhiều người tập thể dục, đi bộ, chạy bộ, trẻ em vui chơi. (Hình ảnh đính kèm) Mong cơ quan chức năng kiểm tra và xử lý sớm.","Hiện nay trên các trụ điện dọc vỉa hè công viên Yên Thế - Bắc Sơn, phường An Khê có rất nhiều bảng quảng cáo treo thấp từ khoảng 1m3 đến 1m7. Việc này rất nguy hiểm cho người đi bộ. Khu vưc này có rất nhiều người tập thể dục, đi bộ, chạy bộ, trẻ em vui chơi. (Hình ảnh đính kèm) Mong cơ quan chức năng kiểm tra và xử lý sớm.","Hiện_nay trên các trụ điện dọc vỉa_hè công_viên Yên_Thế - Bắc_Sơn , phường An_Khê có rất nhiều bảng quảng_cáo treo thấp từ khoảng 1m3 đến 1m7 . Việc này rất nguy_hiểm cho người đi bộ . Khu vưc này có rất nhiều người tập_thể_dục , đi bộ , chạy bộ , trẻ_em vui_chơi . ( Hình_ảnh_đính kèm ) Mong cơ_quan_chức_năng kiểm_tra và xử_lý sớm .","hiện_nay trên các trụ điện dọc vỉa_hè công_viên yên_thế - bắc_sơn , phường an_khê có rất nhiều bảng quảng_cáo treo thấp từ khoảng 1m3 đến 1m7 . việc này rất nguy_hiểm cho người đi bộ . khu vưc này có rất nhiều người tập_thể_dục , đi bộ , chạy bộ , trẻ_em vui_chơi . ( hình_ảnh_đính kèm ) mong cơ_quan_chức_năng kiểm_tra và xử_lý sớm .","Sở Văn hóa, Thể thao và Du lịch Sở Văn hóa, Thể thao và Du lịch trân trọng cảm ơn ý kiến góp ý của công dân và xin phản hồi như sau:",Đang xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97374,cay_xanh_vat_can,cao
97336,Da Nang,13:44 17/04/2026,"Tại K62/68/43 Nguyễn Phan Vinh, phường Sơn Trà có bóng đèn chiếu sáng bị cháy 2-3 ngày nay gây khó khăn cho việc lưu thông của người dân. Kính mong cơ quan chức năng kiểm tra và xử lý./.","Tại K62/68/43 Nguyễn Phan Vinh, phường Sơn Trà có bóng đèn chiếu sáng bị cháy 2-3 ngày nay gây khó khăn cho việc lưu thông của người dân. Kính mong cơ quan chức năng kiểm tra và xử lý. /.","Tại K62 / 68 / 43 Nguyễn_Phan_Vinh , phường Sơn_Trà có bóng đèn_chiếu sáng bị cháy 2 - 3 ngày_nay gây khó_khăn cho việc lưu_thông của người dân . Kính mong cơ_quan_chức_năng kiểm_tra và xử_lý . / .","tại k62 / 68 / 43 nguyễn_phan_vinh , phường sơn_trà có bóng đèn_chiếu sáng bị cháy 2 - 3 ngày_nay gây khó_khăn cho việc lưu_thông của người dân . kính mong cơ_quan_chức_năng kiểm_tra và xử_lý . / .",UBND Phường Sơn Trà,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97336,dien_luc_chieu_sang,thap
97329,Da Nang,13:43 17/04/2026,"Hiện tại ở TDP Đồng Nà, Hội An Tây (gần khu nghỉ dưỡng Allamanda) có 1 đoạn đường đang sửa chữa, đã bắt đầu thực hiện từ 2 tháng trước và chỉ có 1 đoạn nhỏ nhưng đến nay vẫn chưa hoàn thành, tuyến đường này có nhiều học sinh qua lại, gây bất tiện và nguy hiểm. Đề nghị cơ quan chức năng kiểm tra, xử lý./.","Hiện tại ở TDP Đồng Nà, Hội An Tây (gần khu nghỉ dưỡng Allamanda) có 1 đoạn đường đang sửa chữa, đã bắt đầu thực hiện từ 2 tháng trước và chỉ có 1 đoạn nhỏ nhưng đến nay vẫn chưa hoàn thành, tuyến đường này có nhiều học sinh qua lại, gây bất tiện và nguy hiểm. Đề nghị cơ quan chức năng kiểm tra, xử lý. /.","Hiện_tại ở TDP Đồng_Nà , Hội_An_Tây ( gần khu nghỉ_dưỡng Allamanda ) có 1 đoạn_đường_đang sửa_chữa , đã bắt_đầu thực_hiện từ 2 tháng trước và chỉ có 1 đoạn nhỏ nhưng đến nay vẫn chưa hoàn_thành , tuyến đường này có nhiều học_sinh qua_lại , gây bất_tiện và nguy_hiểm . Đề_nghị cơ_quan_chức_năng kiểm_tra , xử_lý . / .","hiện_tại ở tdp đồng_nà , hội_an_tây ( gần khu nghỉ_dưỡng allamanda ) có 1 đoạn_đường_đang sửa_chữa , đã bắt_đầu thực_hiện từ 2 tháng trước và chỉ có 1 đoạn nhỏ nhưng đến nay vẫn chưa hoàn_thành , tuyến đường này có nhiều học_sinh qua_lại , gây bất_tiện và nguy_hiểm . đề_nghị cơ_quan_chức_năng kiểm_tra , xử_lý . / .",UBND phường Hội An Tây,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97329,duong_cau_ha_tang_hu_hong,cao
97323,Da Nang,13:42 17/04/2026,"Tại đường kiệt 40 Lê Cơ có đến tầm 5 cái nắp cống bị kênh gây ồn ào, đã báo tổ trưởng nhưng vẫn chưa được xử lý. Đề nghị cơ quan chức năng kiểm tra, xử lý./.","Tại đường kiệt 40 Lê Cơ có đến tầm 5 cái nắp cống bị kênh gây ồn ào, đã báo tổ trưởng nhưng vẫn chưa được xử lý. Đề nghị cơ quan chức năng kiểm tra, xử lý. /.","Tại_đường kiệt 40 Lê_Cơ có đến tầm 5 cái nắp cống bị kênh gây ồn_ào , đã báo tổ_trưởng nhưng vẫn chưa được xử_lý . Đề_nghị cơ_quan_chức_năng kiểm_tra , xử_lý . / .","tại_đường kiệt 40 lê_cơ có đến tầm 5 cái nắp cống bị kênh gây ồn_ào , đã báo tổ_trưởng nhưng vẫn chưa được xử_lý . đề_nghị cơ_quan_chức_năng kiểm_tra , xử_lý . / .",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97323,cong_ho_ga_thoat_nuoc,trung_binh
97271,Da Nang,07:45 17/04/2026,"Trên vỉa hè từ số nhà 33 đến 38 Nguyên Phi Ỷ Lan, phường Tam Kỳ có tập kết dây mạng viettel không còn sử dụng gây mất mỹ quan đô thị và cản trở lối đi. Tôi quan sát thì ngoài dây mạng tập kết trên vỉa hè ở đây, còn một số dây mạng bị cháy được cột lòng thòng ngay tầm người đi bộ rất nguy hiểm. Kính báo cơ quan chức năng kiểm tra xử lý./.","Trên vỉa hè từ số nhà 33 đến 38 Nguyên Phi Ỷ Lan, phường Tam Kỳ có tập kết dây mạng viettel không còn sử dụng gây mất mỹ quan đô thị và cản trở lối đi. Tôi quan sát thì ngoài dây mạng tập kết trên vỉa hè ở đây, còn một số dây mạng bị cháy được cột lòng thòng ngay tầm người đi bộ rất nguy hiểm. Kính báo cơ quan chức năng kiểm tra xử lý. /.","Trên vỉa_hè từ số nhà 33 đến 38 Nguyên_Phi Ỷ_Lan , phường Tam_Kỳ có tập_kết dây mạng viettel không còn sử_dụng gây mất mỹ_quan đô_thị và cản_trở_lối đi . Tôi quan_sát thì ngoài dây mạng tập_kết trên vỉa_hè ở đây , còn một_số dây mạng bị cháy được cột lòng_thòng ngay tầm người đi bộ rất nguy_hiểm . Kính báo cơ_quan_chức_năng kiểm_tra xử_lý . / .","trên vỉa_hè từ số nhà 33 đến 38 nguyên_phi ỷ_lan , phường tam_kỳ có tập_kết dây mạng viettel không còn sử_dụng gây mất mỹ_quan đô_thị và cản_trở_lối đi . tôi quan_sát thì ngoài dây mạng tập_kết trên vỉa_hè ở đây , còn một_số dây mạng bị cháy được cột lòng_thòng ngay tầm người đi bộ rất nguy_hiểm . kính báo cơ_quan_chức_năng kiểm_tra xử_lý . / .",UBND phường Tam Kỳ,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97271,dien_luc_chieu_sang,cao
97268,Da Nang,23:33 16/04/2026,"Khu vực giao giữa Hoàng Sĩ Khải và kiệt 675 Ngô Quyền, đèn đường bị hỏng khiến gây mất an toàn giao thông. Kính đề nghị cơ quan chức năng kiểm tra và xử lý.","Khu vực giao giữa Hoàng Sĩ Khải và kiệt 675 Ngô Quyền, đèn đường bị hỏng khiến gây mất an toàn giao thông. Kính đề nghị cơ quan chức năng kiểm tra và xử lý.","Khu_vực giao giữa Hoàng_Sĩ_Khải và kiệt 675 Ngô_Quyền , đèn_đường bị hỏng khiến gây mất an_toàn giao_thông . Kính_đề nghị cơ_quan_chức_năng kiểm_tra và xử_lý .","khu_vực giao giữa hoàng_sĩ_khải và kiệt 675 ngô_quyền , đèn_đường bị hỏng khiến gây mất an_toàn giao_thông . kính_đề nghị cơ_quan_chức_năng kiểm_tra và xử_lý .","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 23/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97268,dien_luc_chieu_sang,cao
97264,Da Nang,21:42 16/04/2026,"Tôi xin phản ánh tình trạng giao thông tại đoạn đường Nguyễn Đình Tứ, khu vực Yên Thế – Bắc Sơn. Hiện nay phần gờ cầu tại đây có độ chênh lệch khá cao so với mặt đường, khiến việc đi lại của người dân rất khó khăn, đặc biệt đối với xe máy và người lớn tuổi. Khi lưu thông qua khu vực này rất dễ xảy ra va chạm, té ngã hoặc mất an toàn giao thông, nhất là vào ban đêm và khi trời mưa. Vị trị theo hình ảnh đính kèm. Kính đề nghị cơ quan chức năng sớm kiểm tra và có biện pháp khắc phục để đảm bảo an toàn cho người dân.","Tôi xin phản ánh tình trạng giao thông tại đoạn đường Nguyễn Đình Tứ, khu vực Yên Thế Bắc Sơn. Hiện nay phần gờ cầu tại đây có độ chênh lệch khá cao so với mặt đường, khiến việc đi lại của người dân rất khó khăn, đặc biệt đối với xe máy và người lớn tuổi. Khi lưu thông qua khu vực này rất dễ xảy ra va chạm, té ngã hoặc mất an toàn giao thông, nhất là vào ban đêm và khi trời mưa. Vị trị theo hình ảnh đính kèm. Kính đề nghị cơ quan chức năng sớm kiểm tra và có biện pháp khắc phục để đảm bảo an toàn cho người dân.","Tôi xin phản_ánh tình_trạng giao_thông tại đoạn_đường Nguyễn_Đình_Tứ , khu_vực Yên_Thế_Bắc_Sơn . Hiện_nay phần gờ cầu tại đây có độ chênh_lệch khá cao so với mặt_đường , khiến việc đi_lại của người dân rất khó_khăn , đặc_biệt đối_với xe_máy và người lớn_tuổi . Khi lưu_thông_qua khu_vực này rất dễ xảy ra va_chạm , té ngã hoặc mất an_toàn giao_thông , nhất là vào ban_đêm và khi trời mưa . Vị_trị theo hình ảnh_đính kèm . Kính_đề nghị cơ_quan_chức_năng sớm kiểm_tra và có biện_pháp khắc_phục để_đảm bảo_an_toàn cho người dân .","tôi xin phản_ánh tình_trạng giao_thông tại đoạn_đường nguyễn_đình_tứ , khu_vực yên_thế_bắc_sơn . hiện_nay phần gờ cầu tại đây có độ chênh_lệch khá cao so với mặt_đường , khiến việc đi_lại của người dân rất khó_khăn , đặc_biệt đối_với xe_máy và người lớn_tuổi . khi lưu_thông_qua khu_vực này rất dễ xảy ra va_chạm , té ngã hoặc mất an_toàn giao_thông , nhất là vào ban_đêm và khi trời mưa . vị_trị theo hình ảnh_đính kèm . kính_đề nghị cơ_quan_chức_năng sớm kiểm_tra và có biện_pháp khắc_phục để_đảm bảo_an_toàn cho người dân .",UBND Phường An Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97264,duong_cau_ha_tang_hu_hong,cao
97252,Da Nang,16:11 16/04/2026,"Kính gửi Các cơ quan có thẩm quyền. Hiện nay tại Trung tâm Văn hóa Thể thao và Học tập cộng đồng, số 352 Điện Biên Phủ có 2 cây sake rất lớn, phía tay trái theo hướng nhìn vào. Cây này đã vươn ra các hộ xung quanh, lá cây rụng gây tắc đường ống thoát nước mái nhà, rễ cây làm hỏng nền các hộ xung quanh. Tiềm ẩn nguy cơ ngã đổ vào nhà dân. Kính xin các cơ quan có thẩm quyền có phương án chặt cây hoặc tỉa cành để khắc phục tình trạng trên. Xin chân thành cảm ơn.","Kính gửi Các cơ quan có thẩm quyền. Hiện nay tại Trung tâm Văn hóa Thể thao và Học tập cộng đồng, số 352 Điện Biên Phủ có 2 cây sake rất lớn, phía tay trái theo hướng nhìn vào. Cây này đã vươn ra các hộ xung quanh, lá cây rụng gây tắc đường ống thoát nước mái nhà, rễ cây làm hỏng nền các hộ xung quanh. Tiềm ẩn nguy cơ ngã đổ vào nhà dân. Kính xin các cơ quan có thẩm quyền có phương án chặt cây hoặc tỉa cành để khắc phục tình trạng trên. Xin chân thành cảm ơn.","Kính gửi Các cơ_quan có thẩm_quyền . Hiện_nay tại Trung_tâm Văn_hóa Thể_thao và Học_tập cộng_đồng , số 352 Điện_Biên_Phủ có 2 cây sake rất lớn , phía tay_trái theo hướng nhìn vào . Cây này đã vươn ra các hộ xung_quanh , lá cây rụng gây tắc đường_ống thoát nước mái nhà , rễ cây làm hỏng nền các hộ xung_quanh . Tiềm_ẩn nguy_cơ ngã đổ vào nhà dân . Kính xin các cơ_quan có thẩm_quyền có phương_án chặt cây hoặc tỉa cành để khắc_phục tình_trạng trên . Xin chân_thành cảm_ơn .","kính gửi các cơ_quan có thẩm_quyền . hiện_nay tại trung_tâm văn_hóa thể_thao và học_tập cộng_đồng , số 352 điện_biên_phủ có 2 cây sake rất lớn , phía tay_trái theo hướng nhìn vào . cây này đã vươn ra các hộ xung_quanh , lá cây rụng gây tắc đường_ống thoát nước mái nhà , rễ cây làm hỏng nền các hộ xung_quanh . tiềm_ẩn nguy_cơ ngã đổ vào nhà dân . kính xin các cơ_quan có thẩm_quyền có phương_án chặt cây hoặc tỉa cành để khắc_phục tình_trạng trên . xin chân_thành cảm_ơn .",UBND Phường Thanh Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97252,cay_xanh_vat_can,thap
97207,Da Nang,09:50 16/04/2026,"Hiện nay cuối đường Cao Bá Quát, phường An Hải có 01 biển cấm tất cả các loại xe từ 17h30 đến 24h00. Được biết biển này đặt ở đây do trước đây chợ đêm Sơn Trà (cũ) còn ở khu vực này, nhưng hiện nay chợ đêm Sơn Trà đã dời qua vị trí mới, việc đặt biển này tại đây là không còn phù hợp. Kính đề nghị đơn vị chủ quản thu hồi./.","Hiện nay cuối đường Cao Bá Quát, phường An Hải có 01 biển cấm tất cả các loại xe từ 17h30 đến 24h00. Được biết biển này đặt ở đây do trước đây chợ đêm Sơn Trà (cũ) còn ở khu vực này, nhưng hiện nay chợ đêm Sơn Trà đã dời qua vị trí mới, việc đặt biển này tại đây là không còn phù hợp. Kính đề nghị đơn vị chủ quản thu hồi. /.","Hiện_nay cuối đường Cao_Bá_Quát , phường An_Hải có 01 biển cấm tất_cả các loại xe từ 17h30 đến 24h00 . Được biết biển này đặt ở đây do trước đây chợ đêm_Sơn_Trà ( cũ ) còn ở khu_vực này , nhưng hiện_nay chợ đêm_Sơn_Trà_đã dời qua vị_trí mới , việc đặt biển này tại đây là không còn phù_hợp . Kính_đề nghị đơn_vị chủ_quản thu_hồi . / .","hiện_nay cuối đường cao_bá_quát , phường an_hải có 01 biển cấm tất_cả các loại xe từ 17h30 đến 24h00 . được biết biển này đặt ở đây do trước đây chợ đêm_sơn_trà ( cũ ) còn ở khu_vực này , nhưng hiện_nay chợ đêm_sơn_trà_đã dời qua vị_trí mới , việc đặt biển này tại đây là không còn phù_hợp . kính_đề nghị đơn_vị chủ_quản thu_hồi . / .",UBND Phường An Hải,Đang xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97207,bien_bao,thap
97202,Da Nang,08:56 16/04/2026,"Tôi hài lòng về việc đã xử lý thay bóng đèn chiếu sáng tại số 4 Khánh An 1, phường Hoà Khánh","Tôi hài lòng về việc đã xử lý thay bóng đèn chiếu sáng tại số 4 Khánh An 1, phường Hoà Khánh","Tôi hài_lòng về việc đã xử_lý thay bóng đèn_chiếu sáng tại số 4 Khánh_An 1 , phường Hoà_Khánh","tôi hài_lòng về việc đã xử_lý thay bóng đèn_chiếu sáng tại số 4 khánh_an 1 , phường hoà_khánh","Trung tâm Thông tin và Giám sát, điều hành thông minh Bộ phận tiếp nhận phản ánh, góp ý của Cổng góp ý TP Đà Nẵng trân trọng cảm ơn ý kiến phản hồi của Anh/Chị. Ngày trả lời: 16/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97202,dien_luc_chieu_sang,thap
97196,Da Nang,07:38 16/04/2026,"Trụ điện CS2/3T2HL4 tại ngã ba đường dân sinh trong khu tái định Hòa Liên 4, phường Liên Chiểu có 1 bóng điện bị tắt hơn một nửa tháng nay. Trước đây, bóng đèn chiếu sáng tại trụ điện này chỉ sáng tới 23h, tuy nhiên khu vực này công nhân đi làm về rất khuya nên khá nguy hiểm mà ngay ngã ba đường. Kính mong cơ quan chức năng kiểm tra và bật điện sáng cả đêm, có thể tắt những bóng điện khu vực gần đó./.","Trụ điện CS2/3T2HL4 tại ngã ba đường dân sinh trong khu tái định Hòa Liên 4, phường Liên Chiểu có 1 bóng điện bị tắt hơn một nửa tháng nay. Trước đây, bóng đèn chiếu sáng tại trụ điện này chỉ sáng tới 23h, tuy nhiên khu vực này công nhân đi làm về rất khuya nên khá nguy hiểm mà ngay ngã ba đường. Kính mong cơ quan chức năng kiểm tra và bật điện sáng cả đêm, có thể tắt những bóng điện khu vực gần đó. /.","Trụ_điện CS2 / 3T2HL4 tại ngã ba đường dân_sinh trong khu tái_định_Hòa_Liên 4 , phường Liên_Chiểu có 1 bóng_điện bị tắt hơn một nửa tháng nay . Trước_đây , bóng đèn_chiếu sáng tại trụ điện này chỉ sáng tới 23h , tuy_nhiên khu_vực này công_nhân đi làm về rất khuya nên khá nguy_hiểm mà ngay ngã ba đường . Kính mong cơ_quan_chức_năng kiểm_tra và bật điện sáng cả đêm , có_thể tắt những bóng_điện khu_vực gần đó . / .","trụ_điện cs2 / 3t2hl4 tại ngã ba đường dân_sinh trong khu tái_định_hòa_liên 4 , phường liên_chiểu có 1 bóng_điện bị tắt hơn một nửa tháng nay . trước_đây , bóng đèn_chiếu sáng tại trụ điện này chỉ sáng tới 23h , tuy_nhiên khu_vực này công_nhân đi làm về rất khuya nên khá nguy_hiểm mà ngay ngã ba đường . kính mong cơ_quan_chức_năng kiểm_tra và bật điện sáng cả đêm , có_thể tắt những bóng_điện khu_vực gần đó . / .","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 23/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97196,dien_luc_chieu_sang,cao
97195,Da Nang,07:38 16/04/2026,"Hệ thống điện chiếu sáng công cộng tại kiệt 139 Ngô Quyền, phường Sơn Trà đã không hoạt động trong khoảng 2–3 ngày qua, không rõ nguyên nhân. Toàn bộ tuyến kiệt từ đầu đến cuối đều không có đèn chiếu sáng, khiến khu vực tối hoàn toàn. Tình trạng này tiềm ẩn nguy cơ mất an toàn giao thông và an ninh trật tự; thực tế đã xảy ra một số vụ tai nạn tại khu vực. Kính mong cơ quan chức năng kiểm tra, xác định nguyên nhân và sớm khắc phục hệ thống chiếu sáng công cộng, đảm bảo an toàn cho người dân khi lưu thông. Xin cảm ơn./.","Hệ thống điện chiếu sáng công cộng tại kiệt 139 Ngô Quyền, phường Sơn Trà đã không hoạt động trong khoảng 2 3 ngày qua, không rõ nguyên nhân. Toàn bộ tuyến kiệt từ đầu đến cuối đều không có đèn chiếu sáng, khiến khu vực tối hoàn toàn. Tình trạng này tiềm ẩn nguy cơ mất an toàn giao thông và an ninh trật tự; thực tế đã xảy ra một số vụ tai nạn tại khu vực. Kính mong cơ quan chức năng kiểm tra, xác định nguyên nhân và sớm khắc phục hệ thống chiếu sáng công cộng, đảm bảo an toàn cho người dân khi lưu thông. Xin cảm ơn. /.","Hệ_thống điện chiếu sáng công_cộng tại kiệt 139 Ngô_Quyền , phường Sơn_Trà_đã không hoạt_động trong khoảng 2 3 ngày qua , không rõ nguyên_nhân . Toàn_bộ tuyến kiệt từ đầu_đến cuối đều không có đèn_chiếu sáng , khiến khu_vực tối hoàn_toàn . Tình_trạng này tiềm_ẩn nguy_cơ mất an_toàn giao_thông và an_ninh trật_tự ; thực_tế đã xảy ra một_số vụ tai_nạn tại khu_vực . Kính mong cơ_quan_chức_năng kiểm_tra , xác_định nguyên_nhân và sớm khắc_phục hệ_thống chiếu sáng công_cộng , đảm_bảo_an_toàn cho người dân khi lưu_thông . Xin cảm_ơn . / .","hệ_thống điện chiếu sáng công_cộng tại kiệt 139 ngô_quyền , phường sơn_trà_đã không hoạt_động trong khoảng 2 3 ngày qua , không rõ nguyên_nhân . toàn_bộ tuyến kiệt từ đầu_đến cuối đều không có đèn_chiếu sáng , khiến khu_vực tối hoàn_toàn . tình_trạng này tiềm_ẩn nguy_cơ mất an_toàn giao_thông và an_ninh trật_tự ; thực_tế đã xảy ra một_số vụ tai_nạn tại khu_vực . kính mong cơ_quan_chức_năng kiểm_tra , xác_định nguyên_nhân và sớm khắc_phục hệ_thống chiếu sáng công_cộng , đảm_bảo_an_toàn cho người dân khi lưu_thông . xin cảm_ơn . / .","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 23/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97195,dien_luc_chieu_sang,cao
97190,Da Nang,07:37 16/04/2026,"Trước khu vực Chợ Nam Ô, phường Hải Vân thường xuyên xảy ra tình trạng đốt rác, cứ 2 – 3 ngày đốt 1 lần gây ô nhiễm môi trường, hiện lửa đã làm cháy biển “Giao thông an toàn – Đảm bảo tính mạng”. Đề nghị cơ quan chức năng kiểm tra, xử lý./.","Trước khu vực Chợ Nam Ô, phường Hải Vân thường xuyên xảy ra tình trạng đốt rác, cứ 2 3 ngày đốt 1 lần gây ô nhiễm môi trường, hiện lửa đã làm cháy biển Giao thông an toàn Đảm bảo tính mạng. Đề nghị cơ quan chức năng kiểm tra, xử lý. /.","Trước khu_vực Chợ_Nam_Ô , phường Hải_Vân thường_xuyên xảy ra tình_trạng đốt rác , cứ 2 3 ngày đốt 1 lần gây ô_nhiễm môi_trường , hiện lửa đã làm cháy biển Giao_thông an_toàn Đảm_bảo tính_mạng . Đề_nghị cơ_quan_chức_năng kiểm_tra , xử_lý . / .","trước khu_vực chợ_nam_ô , phường hải_vân thường_xuyên xảy ra tình_trạng đốt rác , cứ 2 3 ngày đốt 1 lần gây ô_nhiễm môi_trường , hiện lửa đã làm cháy biển giao_thông an_toàn đảm_bảo tính_mạng . đề_nghị cơ_quan_chức_năng kiểm_tra , xử_lý . / .",UBND Phường Hải Vân,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97190,rac_thai_ve_sinh_moi_truong,thap
